path,sentence,accents,age,gender
Voice_1006_167,이 음악은 정말 신나요.,Singapore,twenties,male
Voice_1006_168,우리는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_169,이 옷은 정말 편안하게 느껴졌어요.,Singapore,twenties,male
Voice_1006_170,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_171,이 카페는 정말 조용해요.,Singapore,twenties,male
Voice_1006_172,우리는 주말에 가족과 함께 시간을 보낼 거예요.,Singapore,twenties,male
Voice_1006_173,이 영화는 정말 슬펐어요.,Singapore,twenties,male
Voice_1006_174,저는 매일 아침 신문을 읽어요.,Singapore,twenties,male
Voice_1006_175,이 음식은 조금 매웠어요.,Singapore,twenties,male
Voice_1006_176,이 공원은 정말 아름다워요.,Singapore,twenties,male
Voice_1006_177,저는 매일 저녁 책을 읽어요.,Singapore,twenties,male
Voice_1006_178,이 신발은 정말 편안해요.,Singapore,twenties,male
Voice_1006_179,우리는 주말에 친구를 만날 거예요.,Singapore,twenties,male
Voice_1006_180,이 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_181,저는 매일 아침 요가를 해요.,Singapore,twenties,male
Voice_1006_182,이 카페의 음료는 정말 맛있었어요.,Singapore,twenties,male
Voice_1006_183,오늘은 매우 바쁜 하루였어요.,Singapore,twenties,male
Voice_1006_184,우리는 내일 시험이 있어요.,Singapore,twenties,male
Voice_1006_185,이 음악은 정말 좋네요.,Singapore,twenties,male
Voice_1006_186,저는 한국 문화를 배우고 싶어요.,Singapore,twenties,male
Voice_1006_187,이 옷은 정말 예뻐요.,Singapore,twenties,male
Voice_1006_188,우리는 주말에 바다로 여행 갈 거예요.,Singapore,twenties,male
Voice_1006_189,이 영화는 정말 흥미로웠어요.,Singapore,twenties,male
Voice_1006_190,저는 매일 아침 일찍 일어나요.,Singapore,twenties,male
Voice_1006_191,이 음식은 조금 짜요.,Singapore,twenties,male
Voice_1006_192,우리는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_193,이 공원은 정말 평화로워요.,Singapore,twenties,male
Voice_1006_194,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_195,이 카페는 정말 조용해요.,Singapore,twenties,male
Voice_1006_196,우리는 주말에 가족과 함께 시간을 보낼 거예요.,Singapore,twenties,male
Voice_1006_197,이 영화는 정말 감동적이었어요.,Singapore,twenties,male
Voice_1006_198,저는 매일 아침 커피를 마셔요.,Singapore,twenties,male
Voice_1006_199,이 음식은 정말 맛있게 느껴졌어요.,Singapore,twenties,male
Voice_1006_200,오늘은 날씨가 매우 좋네요.,Singapore,twenties,male
Voice_1006_201,저는 한국어를 배우는 것을 좋아해요.,Singapore,twenties,male
Voice_1006_202,이 음악은 정말 신나요.,Singapore,twenties,male
Voice_1006_203,우리는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_204,이 옷은 정말 편안하게 느껴졌어요.,Singapore,twenties,male
Voice_1006_205,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_206,이 카페는 정말 조용해요.,Singapore,twenties,male
Voice_1006_207,우리는 주말에 가족과 함께 시간을 보낼 거예요.,Singapore,twenties,male
Voice_1006_208,이 영화는 정말 슬펐어요.,Singapore,twenties,male
Voice_1006_209,저는 매일 아침 신문을 읽어요.,Singapore,twenties,male
Voice_1006_210,이 음식은 조금 매웠어요.,Singapore,twenties,male
Voice_1006_211,우리는 내일 여행 갈 거예요.,Singapore,twenties,male
Voice_1006_212,이 공원은 정말 아름다워요.,Singapore,twenties,male
Voice_1006_213,저는 매일 저녁 책을 읽어요.,Singapore,twenties,male
Voice_1006_214,이 신발은 정말 편안해요.,Singapore,twenties,male
Voice_1006_215,우리는 주말에 친구를 만날 거예요.,Singapore,twenties,male
Voice_1006_216,이 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_217,저는 매일 아침 요가를 해요.,Singapore,twenties,male
Voice_1006_218,이 카페의 음료는 정말 맛있었어요.,Singapore,twenties,male
Voice_1006_219,오늘은 매우 바쁜 하루였어요.,Singapore,twenties,male
Voice_1006_220,우리는 내일 시험이 있어요.,Singapore,twenties,male
Voice_1006_221,이 음악은 정말 좋네요.,Singapore,twenties,male
Voice_1006_222,어제 본 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_223,저는 주말에 친구들과 함께 공원에 갔어요.,Singapore,twenties,male
Voice_1006_224,이 카페의 커피는 정말 맛있어요.,Singapore,twenties,male
Voice_1006_225,오늘은 날씨가 추워서 따뜻한 옷을 입었어요.,Singapore,twenties,male
Voice_1006_226,저는 매일 아침 조깅을 해요.,Singapore,twenties,male
Voice_1006_227,이 책은 정말 흥미로워요.,Singapore,twenties,male
Voice_1006_228,저는 한국어를 배우는 것을 좋아해요.,Singapore,twenties,male
Voice_1006_229,이 음식은 조금 매워요.,Singapore,twenties,male
Voice_1006_230,저는 내일 시험이 있어요.,Singapore,twenties,male
Voice_1006_231,이 음악은 정말 좋네요.,Singapore,twenties,male
Voice_1006_232,저는 주말에 가족과 함께 시간을 보내요.,Singapore,twenties,male
Voice_1006_233,이 영화는 정말 감동적이었어요.,Singapore,twenties,male
Voice_1006_234,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_235,이 옷은 정말 예뻐요.,Singapore,twenties,male
Voice_1006_236,저는 한국 문화를 배우고 싶어요.,Singapore,twenties,male
Voice_1006_237,이 공원은 정말 아름다워요.,Singapore,twenties,male
Voice_1006_238,저는 매일 아침 일찍 일어나요.,Singapore,twenties,male
Voice_1006_239,이 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_240,저는 한국 드라마를 좋아해요.,Singapore,twenties,male
Voice_1006_241,이 음식은 정말 맛있어요.,Singapore,twenties,male
Voice_1006_242,오늘은 정말 피곤한 하루였어요.,Singapore,twenties,male
Voice_1006_243,저는 주말에 바다로 여행 갈 거예요.,Singapore,twenties,male
Voice_1006_244,이 카페의 디저트는 정말 맛있어요.,Singapore,twenties,male
Voice_1006_245,오늘은 날씨가 매우 더워요.,Singapore,twenties,male
Voice_1006_246,저는 매일 아침 요가를 해요.,Singapore,twenties,male
Voice_1006_247,이 소설은 정말 흥미진진해요.,Singapore,twenties,male
Voice_1006_248,저는 한국어 회화를 연습하고 있어요.,Singapore,twenties,male
Voice_1006_249,이 음식은 조금 단맛이 나요.,Singapore,twenties,male
Voice_1006_250,저는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_251,이 노래는 정말 좋네요.,Singapore,twenties,male
Voice_1006_252,저는 주말에 가족과 함께 영화 볼 거예요.,Singapore,twenties,male
Voice_1006_253,이 영화는 정말 슬펐어요.,Singapore,twenties,male
Voice_1006_254,저는 매일 아침 신문을 읽어요.,Singapore,twenties,male
Voice_1006_255,이 신발은 정말 편안해요.,Singapore,twenties,male
Voice_1006_256,우리는 주말에 친구를 만날 거예요.,Singapore,twenties,male
Voice_1006_257,이 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_258,저는 매일 아침 요가를 해요.,Singapore,twenties,male
Voice_1006_259,이 카페의 음료는 정말 맛있었어요.,Singapore,twenties,male
Voice_1006_260,오늘은 매우 바쁜 하루였어요.,Singapore,twenties,male
Voice_1006_261,우리는 내일 시험이 있어요.,Singapore,twenties,male
Voice_1006_262,이 음악은 정말 좋네요.,Singapore,twenties,male
Voice_1006_263,저는 한국 문화를 배우고 싶어요.,Singapore,twenties,male
Voice_1006_264,이 옷은 정말 예뻐요.,Singapore,twenties,male
Voice_1006_265,우리는 주말에 바다로 여행 갈 거예요.,Singapore,twenties,male
Voice_1006_266,이 영화는 정말 흥미로웠어요.,Singapore,twenties,male
Voice_1006_267,저는 매일 아침 일찍 일어나요.,Singapore,twenties,male
Voice_1006_268,이 음식은 조금 짜요.,Singapore,twenties,male
Voice_1006_269,우리는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_270,이 공원은 정말 평화로워요.,Singapore,twenties,male
Voice_1006_271,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_272,어제 본 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_273,저는 주말에 친구들과 함께 공원에 갔어요.,France,twenties,male
Voice_1006_274,이 카페의 커피는 정말 맛있어요.,France,twenties,male
Voice_1006_275,오늘은 날씨가 추워서 따뜻한 옷을 입었어요.,France,twenties,male
Voice_1006_276,저는 매일 아침 조깅을 해요.,France,twenties,male
Voice_1006_277,이 책은 정말 흥미로워요.,France,twenties,male
Voice_1006_278,저는 한국어를 배우는 것을 좋아해요.,France,twenties,male
Voice_1006_279,이 음식은 조금 매워요.,France,twenties,male
Voice_1006_280,저는 내일 시험이 있어요.,France,twenties,male
Voice_1006_281,이 음악은 정말 좋네요.,France,twenties,male
Voice_1006_282,저는 주말에 가족과 함께 시간을 보내요.,France,twenties,male
Voice_1006_283,이 영화는 정말 감동적이었어요.,France,twenties,male
Voice_1006_284,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_285,이 옷은 정말 예뻐요.,France,twenties,male
Voice_1006_286,저는 한국 문화를 배우고 싶어요.,France,twenties,male
Voice_1006_287,이 공원은 정말 아름다워요.,France,twenties,male
Voice_1006_288,저는 매일 아침 일찍 일어나요.,France,twenties,male
Voice_1006_289,이 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_290,저는 한국 드라마를 좋아해요.,France,twenties,male
Voice_1006_291,이 음식은 정말 맛있어요.,France,twenties,male
Voice_1006_292,오늘은 정말 피곤한 하루였어요.,France,twenties,male
Voice_1006_293,저는 주말에 바다로 여행 갈 거예요.,France,twenties,male
Voice_1006_294,이 카페의 디저트는 정말 맛있어요.,France,twenties,male
Voice_1006_295,오늘은 날씨가 매우 더워요.,France,twenties,male
Voice_1006_296,저는 매일 아침 요가를 해요.,France,twenties,male
Voice_1006_297,이 소설은 정말 흥미진진해요.,France,twenties,male
Voice_1006_298,저는 한국어 회화를 연습하고 있어요.,France,twenties,male
Voice_1006_299,이 음식은 조금 단맛이 나요.,France,twenties,male
Voice_1006_300,저는 내일 회의가 있어요.,France,twenties,male
Voice_1006_301,이 노래는 정말 좋네요.,France,twenties,male
Voice_1006_302,저는 주말에 가족과 함께 영화 볼 거예요.,France,twenties,male
Voice_1006_303,이 영화는 정말 슬펐어요.,France,twenties,male
Voice_1006_304,저는 매일 아침 신문을 읽어요.,France,twenties,male
Voice_1006_305,이 신발은 정말 편안해요.,France,twenties,male
Voice_1006_306,우리는 주말에 친구를 만날 거예요.,France,twenties,male
Voice_1006_307,이 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_308,저는 매일 아침 요가를 해요.,France,twenties,male
Voice_1006_309,이 카페의 음료는 정말 맛있었어요.,France,twenties,male
Voice_1006_310,오늘은 매우 바쁜 하루였어요.,France,twenties,male
Voice_1006_311,우리는 내일 시험이 있어요.,France,twenties,male
Voice_1006_312,이 음악은 정말 좋네요.,France,twenties,male
Voice_1006_313,저는 한국 문화를 배우고 싶어요.,France,twenties,male
Voice_1006_314,이 옷은 정말 예뻐요.,France,twenties,male
Voice_1006_315,우리는 주말에 바다로 여행 갈 거예요.,France,twenties,male
Voice_1006_316,이 영화는 정말 흥미로웠어요.,France,twenties,male
Voice_1006_317,저는 매일 아침 일찍 일어나요.,France,twenties,male
Voice_1006_318,이 음식은 조금 짜요.,France,twenties,male
Voice_1006_319,우리는 내일 회의가 있어요.,France,twenties,male
Voice_1006_320,이 공원은 정말 평화로워요.,France,twenties,male
Voice_1006_321,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_322,이 카페는 정말 조용해요.,France,twenties,male
Voice_1006_323,우리는 주말에 가족과 함께 시간을 보낼 거예요.,France,twenties,male
Voice_1006_324,이 영화는 정말 감동적이었어요.,France,twenties,male
Voice_1006_325,저는 매일 아침 커피를 마셔요.,France,twenties,male
Voice_1006_326,이 음식은 정말 맛있게 느껴졌어요.,France,twenties,male
Voice_1006_327,오늘은 날씨가 매우 좋네요.,France,twenties,male
Voice_1006_328,저는 한국어를 배우는 것을 좋아해요.,France,twenties,male
Voice_1006_329,이 음악은 정말 신나요.,France,twenties,male
Voice_1006_330,우리는 내일 회의가 있어요.,France,twenties,male
Voice_1006_331,이 옷은 정말 편안하게 느껴졌어요.,France,twenties,male
Voice_1006_332,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_333,이 카페는 정말 조용해요.,France,twenties,male
Voice_1006_334,우리는 주말에 가족과 함께 시간을 보낼 거예요.,France,twenties,male
Voice_1006_335,이 영화는 정말 슬펐어요.,France,twenties,male
Voice_1006_336,저는 매일 아침 신문을 읽어요.,France,twenties,male
Voice_1006_337,이 음식은 조금 매웠어요.,France,twenties,male
Voice_1006_338,우리는 내일 여행 갈 거예요.,France,twenties,male
Voice_1006_339,이 공원은 정말 아름다워요.,France,twenties,male
Voice_1006_340,저는 매일 저녁 책을 읽어요.,France,twenties,male
Voice_1006_341,이 신발은 정말 편안해요.,France,twenties,male
Voice_1006_342,우리는 주말에 친구를 만날 거예요.,France,twenties,male
Voice_1006_343,이 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_344,저는 매일 아침 요가를 해요.,France,twenties,male
Voice_1006_345,이 카페의 음료는 정말 맛있었어요.,France,twenties,male
Voice_1006_346,오늘은 매우 바쁜 하루였어요.,France,twenties,male
Voice_1006_347,우리는 내일 시험이 있어요.,France,twenties,male
Voice_1006_348,이 음악은 정말 좋네요.,France,twenties,male
Voice_1006_349,저는 한국 문화를 배우고 싶어요.,France,twenties,male
Voice_1006_350,이 옷은 정말 예뻐요.,France,twenties,male
Voice_1006_351,우리는 주말에 바다로 여행 갈 거예요.,France,twenties,male
Voice_1006_352,이 영화는 정말 흥미로웠어요.,France,twenties,male
Voice_1006_353,저는 매일 아침 일찍 일어나요.,France,twenties,male
Voice_1006_354,이 음식은 조금 짜요.,France,twenties,male
Voice_1006_355,우리는 내일 회의가 있어요.,France,twenties,male
Voice_1006_356,이 공원은 정말 평화로워요.,France,twenties,male
Voice_1006_357,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_358,이 카페는 정말 조용해요.,France,twenties,male
Voice_1006_359,우리는 주말에 가족과 함께 시간을 보낼 거예요.,France,twenties,male
Voice_1006_360,이 영화는 정말 감동적이었어요.,France,twenties,male
Voice_1006_361,저는 매일 아침 커피를 마셔요.,France,twenties,male
Voice_1006_362,이 음식은 정말 맛있게 느껴졌어요.,France,twenties,male
Voice_1006_363,오늘은 날씨가 매우 좋네요.,France,twenties,male
Voice_1006_364,저는 한국어를 배우는 것을 좋아해요.,France,twenties,male
Voice_1006_365,이 음악은 정말 신나요.,France,twenties,male
Voice_1006_366,우리는 내일 회의가 있어요.,France,twenties,male
Voice_1006_367,이 옷은 정말 편안하게 느껴졌어요.,France,twenties,male
Voice_1006_368,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_369,이 카페는 정말 조용해요.,France,twenties,male
Voice_1006_370,우리는 주말에 가족과 함께 시간을 보낼 거예요.,France,twenties,male
Voice_1006_371,이 영화는 정말 슬펐어요.,France,twenties,male
Voice_1006_372,어제 본 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_373,오늘은 날씨가 매우 좋네요.,France,twenties,male
Voice_1006_374,저는 매일 아침 커피를 마셔요.,France,twenties,male
Voice_1006_375,이 음식은 정말 맛있게 느껴졌어요.,France,twenties,male
Voice_1006_376,이 카페는 정말 조용해요.,France,twenties,male
Voice_1006_377,우리는 주말에 가족과 함께 시간을 보낼 거예요.,France,twenties,male
Voice_1006_378,이 영화는 정말 감동적이었어요.,France,twenties,male
Voice_1006_379,저는 매일 아침 신문을 읽어요.,France,twenties,male
Voice_1006_380,이 음식은 조금 매웠어요.,France,twenties,male
Voice_1006_381,우리는 내일 여행 갈 거예요.,France,twenties,male
Voice_1006_382,이 공원은 정말 아름다워요.,France,twenties,male
Voice_1006_383,저는 매일 저녁 책을 읽어요.,France,twenties,male
Voice_1006_384,이 신발은 정말 편안해요.,France,twenties,male
Voice_1006_385,우리는 주말에 친구를 만날 거예요.,France,twenties,male
Voice_1006_386,이 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_387,저는 매일 아침 요가를 해요.,France,twenties,male
Voice_1006_388,이 카페의 음료는 정말 맛있었어요.,France,twenties,male
Voice_1006_389,오늘은 매우 바쁜 하루였어요.,France,twenties,male
Voice_1006_390,우리는 내일 시험이 있어요.,France,twenties,male
Voice_1006_391,이 음악은 정말 좋네요.,France,twenties,male
Voice_1006_392,저는 한국 문화를 배우고 싶어요.,France,twenties,male
Voice_1006_393,이 옷은 정말 예뻐요.,France,twenties,male
Voice_1006_394,우리는 주말에 바다로 여행 갈 거예요.,France,twenties,male
Voice_1006_395,이 영화는 정말 흥미로웠어요.,France,twenties,male
Voice_1006_396,저는 매일 아침 일찍 일어나요.,France,twenties,male
Voice_1006_397,이 음식은 조금 짜요.,France,twenties,male
Voice_1006_398,우리는 내일 회의가 있어요.,France,twenties,male
Voice_1006_399,이 공원은 정말 평화로워요.,France,twenties,male
Voice_1006_400,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_401,이 카페는 정말 조용해요.,France,twenties,male
Voice_1006_402,우리는 주말에 가족과 함께 시간을 보낼 거예요.,France,twenties,male
Voice_1006_403,이 영화는 정말 슬펐어요.,France,twenties,male
Voice_1006_404,저는 매일 아침 커피를 마셔요.,France,twenties,male
Voice_1006_405,이 음식은 정말 맛있게 느껴졌어요.,France,twenties,male
Voice_1006_406,오늘은 날씨가 매우 좋네요.,France,twenties,male
Voice_1006_407,저는 한국어를 배우는 것을 좋아해요.,France,twenties,male
Voice_1006_408,이 음악은 정말 신나요.,France,twenties,male
Voice_1006_409,우리는 내일 회의가 있어요.,France,twenties,male
Voice_1006_410,이 옷은 정말 편안하게 느껴졌어요.,France,twenties,male
Voice_1006_411,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_412,이 카페는 정말 조용해요.,France,twenties,male
Voice_1006_413,우리는 주말에 가족과 함께 시간을 보낼 거예요.,France,twenties,male
Voice_1006_414,이 영화는 정말 감동적이었어요.,France,twenties,male
Voice_1006_415,저는 매일 아침 신문을 읽어요.,France,twenties,male
Voice_1006_416,이 음식은 조금 매웠어요.,France,twenties,male
Voice_1006_417,우리는 내일 여행 갈 거예요.,France,twenties,male
Voice_1006_418,이 공원은 정말 아름다워요.,France,twenties,male
Voice_1006_419,저는 매일 저녁 책을 읽어요.,France,twenties,male
Voice_1006_420,이 신발은 정말 편안해요.,France,twenties,male
Voice_1006_421,우리는 주말에 친구를 만날 거예요.,France,twenties,male
Voice_1006_422,어제 본 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_423,오늘은 매우 더운 날씨예요.,France,twenties,male
Voice_1006_424,저는 주말에 바다로 여행 갈 계획이에요.,France,twenties,male
Voice_1006_425,이 카페의 디저트는 정말 맛있어요.,France,twenties,male
Voice_1006_426,저는 매일 아침 조깅을 하는 것을 즐겨요.,France,twenties,male
Voice_1006_427,이 책은 정말 흥미진진해요.,France,twenties,male
Voice_1006_428,저는 한국어 공부를 열심히 하고 있어요.,France,twenties,male
Voice_1006_429,이 음식은 조금 매운 맛이 나요.,France,twenties,male
Voice_1006_430,저는 내일 중요한 회의가 있어요.,France,twenties,male
Voice_1006_431,이 음악은 정말 기분을 좋게 해요.,France,twenties,male
Voice_1006_432,저는 주말에 가족과 함께 시간을 보내요.,France,twenties,male
Voice_1006_433,이 영화는 정말 감동적이었어요.,France,twenties,male
Voice_1006_434,저는 매일 저녁 공원에서 산책을 해요.,France,twenties,male
Voice_1006_435,이 옷은 정말 편안하게 느껴져요.,France,twenties,male
Voice_1006_436,저는 한국 문화를 더 깊이 이해하고 싶어요.,France,twenties,male
Voice_1006_437,이 공원은 정말 평화로워요.,France,twenties,male
Voice_1006_438,저는 매일 아침 일찍 일어나는 습관이 있어요.,France,twenties,male
Voice_1006_439,이 영화는 정말 재미있게 봤어요.,France,twenties,male
Voice_1006_440,저는 한국 드라마를 자주 시청해요.,France,twenties,male
Voice_1006_441,이 음식은 정말 맛있게 느껴졌어요.,France,twenties,male
Voice_1006_442,오늘은 정말 피곤한 하루였어요.,France,twenties,male
Voice_1006_443,저는 주말에 바다로 여행 갈 거예요.,France,twenties,male
Voice_1006_444,이 카페의 디저트는 정말 맛있어요.,France,twenties,male
Voice_1006_445,오늘은 날씨가 매우 더워요.,France,twenties,male
Voice_1006_446,저는 매일 아침 요가를 해요.,France,twenties,male
Voice_1006_447,이 소설은 정말 흥미진진해요.,France,twenties,male
Voice_1006_448,저는 한국어 회화를 연습하고 있어요.,France,twenties,male
Voice_1006_449,이 음식은 조금 단맛이 나요.,France,twenties,male
Voice_1006_450,저는 내일 회의가 있어요.,France,twenties,male
Voice_1006_451,이 노래는 정말 좋네요.,France,twenties,male
Voice_1006_452,저는 주말에 가족과 함께 영화 볼 거예요.,France,twenties,male
Voice_1006_453,이 영화는 정말 슬펐어요.,France,twenties,male
Voice_1006_454,저는 매일 아침 신문을 읽어요.,France,twenties,male
Voice_1006_455,이 신발은 정말 편안해요.,France,twenties,male
Voice_1006_456,우리는 주말에 친구를 만날 거예요.,France,twenties,male
Voice_1006_457,이 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_458,저는 매일 아침 요가를 해요.,France,twenties,male
Voice_1006_459,이 카페의 음료는 정말 맛있었어요.,France,twenties,male
Voice_1006_460,오늘은 매우 바쁜 하루였어요.,France,twenties,male
Voice_1006_461,우리는 내일 시험이 있어요.,France,twenties,male
Voice_1006_462,이 음악은 정말 좋네요.,France,twenties,male
Voice_1006_463,저는 한국 문화를 배우고 싶어요.,France,twenties,male
Voice_1006_464,이 옷은 정말 예뻐요.,France,twenties,male
Voice_1006_465,우리는 주말에 바다로 여행 갈 거예요.,France,twenties,male
Voice_1006_466,이 영화는 정말 흥미로웠어요.,France,twenties,male
Voice_1006_467,저는 매일 아침 일찍 일어나요.,France,twenties,male
Voice_1006_468,이 음식은 조금 짜요.,France,twenties,male
Voice_1006_469,우리는 내일 회의가 있어요.,France,twenties,male
Voice_1006_470,이 공원은 정말 평화로워요.,France,twenties,male
Voice_1006_471,저는 매일 저녁 산책을 해요.,France,twenties,male